date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:54:10	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:24:07%20GMT	https://ravansh.info/contact-us/r	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/contact-us/r	(from https://ravansh.info/contact-us/)
16:54:10	20144/20144	---M-Z	200	added ('OK')	text/css	date:Thu,%2004%20Jan%202024%2006:32:10%20GMT	https://ravansh.info/wp-content/uploads/elementor/css/post-235.css?ver=1704349930	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/elementor/css/post-23501b9.css	(from https://ravansh.info/contact-us/)
16:54:11	64215/64215	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2011:24:08%20GMT	https://ravansh.info/contact-us/Firefox/	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/contact-us/Firefox/index.html	(from https://ravansh.info/contact-us/)
16:54:11	21558/21558	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:24:08%20GMT	https://ravansh.info/wp-json/wp/v2/pages/235	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/wp/v2/pages/235.json	(from https://ravansh.info/contact-us/)
16:54:11	2043/2043	---M-Z	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2011:24:08%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Fcontact-us%2F	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embed5891.json	(from https://ravansh.info/contact-us/)
16:54:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2011:24:08%20GMT	https://ravansh.info/?p=235	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/index5f0f.html	(from https://ravansh.info/contact-us/)
16:54:11	2203/2203	---M-Z	200	added ('OK')	text/xml	date:Wed,%2010%20Jan%202024%2011:24:09%20GMT	https://ravansh.info/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fravansh.info%2Fcontact-us%2F&format=xml	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-json/oembed/1.0/embedfc93	(from https://ravansh.info/contact-us/)
16:54:13	130726/130726	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202024%2004:03:03%20GMT	https://ravansh.info/wp-content/uploads/2024/01/gold2.jpeg	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2024/01/gold2.jpg	(from https://ravansh.info/wp-content/uploads/elementor/css/post-205.css?ver=1704348658)
16:54:13	232178/232178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202024%2004:18:48%20GMT	https://ravansh.info/wp-content/uploads/2024/01/logistics.jpeg	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2024/01/logistics.jpg	(from https://ravansh.info/wp-content/uploads/elementor/css/post-205.css?ver=1704348658)
16:54:14	118132/118132	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202024%2004:25:49%20GMT	https://ravansh.info/wp-content/uploads/2024/01/gold3.jpeg	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2024/01/gold3.jpg	(from https://ravansh.info/wp-content/uploads/elementor/css/post-18.css?ver=1704568387)
16:54:14	208356/208356	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Dec%202023%2011:26:33%20GMT	https://ravansh.info/wp-content/uploads/2023/12/GOLD-BARS.jpg	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2023/12/GOLD-BARS.jpg	(from https://ravansh.info/wp-content/uploads/elementor/css/post-18.css?ver=1704568387)
16:54:14	179874/179874	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Jan%202024%2004:26:16%20GMT	https://ravansh.info/wp-content/uploads/2024/01/gold-coin.jpg	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2024/01/gold-coin.jpg	(from https://ravansh.info/wp-content/uploads/elementor/css/post-18.css?ver=1704568387)
16:54:14	83298/83298	---M--	200	added ('OK')	image/webp	date:Wed,%2003%20Jan%202024%2004:25:54%20GMT	https://ravansh.info/wp-content/uploads/2024/01/d1.webp	C:/Users/hp/3D%20Objects/Ravansh/ravansh.info/wp-content/uploads/2024/01/d1.webp	(from https://ravansh.info/wp-content/uploads/elementor/css/post-20.css?ver=1704349912)
